1.619896384012524263e-03 -2.997508373419073297e-03
1.719171494563172123e-03 -3.138518288577135575e-03
7.231879133648064922e-03 -8.228457457069153144e-03
1.540570490524353908e-02 -1.210170977719465628e-02
2.599598266244001338e-02 -1.502045227078871448e-02
3.873940107747130684e-02 -1.731753333225796027e-02
5.336290555416781795e-02 -1.937416931226305233e-02
6.960455036777569993e-02 -2.159537172684393436e-02
8.724839934667295849e-02 -2.438944146362369628e-02
1.076200686875504742e-01 -2.806900119885089029e-02
1.330795154022005877e-01 -3.160887026584349724e-02
1.607873944286901391e-01 -3.459647250352798631e-02
1.905744242992594706e-01 -3.701748763258450037e-02
2.222590049000293388e-01 -3.886822424876675008e-02
2.556482264212147082e-01 -4.015601375454756761e-02
2.905389272436407211e-01 -4.089894479490836787e-02
3.267188047863601730e-01 -4.112499275432117407e-02
3.639675834756245232e-01 -4.087064441458127667e-02
4.020582427710580609e-01 -4.017915282964806128e-02
4.407583058010388632e-01 -3.909857909043135127e-02
4.798311859766015708e-01 -3.767978447555470067e-02
5.190375854344366768e-01 -3.597452846899699963e-02
5.581369357980666690e-01 -3.403380661086667647e-02
5.968888689912881240e-01 -3.190652969719537380e-02
6.350547040289468148e-01 -2.963860597416254766e-02
6.723989350291347256e-01 -2.727244478868117578e-02
7.086907061404615904e-01 -2.484685794831162364e-02
7.437052604871453587e-01 -2.239729785615402965e-02
7.772253522913453727e-01 -1.995634273840721923e-02
8.090426136377727451e-01 -1.755432144249407383e-02
8.389588694810982128e-01 -1.521996465268652537e-02
8.667873960912380049e-01 -1.298097598133067521e-02
8.923541189223104242e-01 -1.086443404209231148e-02
9.154987457647694171e-01 -8.896963005923878495e-03
9.360758300509154362e-01 -7.104641161393961644e-03
9.539557575435078096e-01 -5.512651037711589416e-03
9.690256476807299624e-01 -4.144706978841339318e-03
9.811901589828229131e-01 -3.022323231541908847e-03
9.903721865551473602e-01 -2.164004804371034811e-03
9.965134391967670480e-01 -1.584452650677193849e-03
9.995748841727263301e-01 -1.293873300831481108e-03
-8.860774348225226946e-04 3.290497462844883380e-03
-9.101462466464661869e-04 3.461473865892050836e-03
-1.873029629422015389e-04 1.099666187192662077e-02
3.996322567343919309e-03 1.948608209618259840e-02
1.180920869457564165e-02 2.871329632005440585e-02
2.340120512149879498e-02 3.831232087307051559e-02
3.889533051943568770e-02 4.776588161829169871e-02
5.836784540983484815e-02 5.640739595682675578e-02
8.181449629357982756e-02 6.343233703745780605e-02
1.076563303783487635e-01 6.806612010788273825e-02
1.332484690361808721e-01 7.155455666683536997e-02
1.611155073288131068e-01 7.441301179418355338e-02
1.910840888781975555e-01 7.661008250406789455e-02
2.229674005830521166e-01 7.812580461980189739e-02
2.565664350586283615e-01 7.895258171944913306e-02
2.916713490500257855e-01 7.909543003806292216e-02
3.280628988969603865e-01 7.857158043327051866e-02
3.655139331908748845e-01 7.740952495172379044e-02
4.037909232848956309e-01 7.564763169371355178e-02
4.426555140973373326e-01 7.333247477897344990e-02
4.818660803333632003e-01 7.051703477797355291e-02
5.211792763772669090e-01 6.725891890266728901e-02
5.603515711888426010e-01 6.361873083966863851e-02
5.991407621238262760e-01 5.965868986930264461e-02
6.373074633520802168e-01 5.544156130712386138e-02
6.746165652862902151e-01 5.102991938172012770e-02
7.108386611555527201e-01 4.648572365575091847e-02
7.457514357324074306e-01 4.187015499904978011e-02
7.791410095586844831e-01 3.724363029941602649e-02
8.108032302113393763e-01 3.266589896970892304e-02
8.405449006201072271e-01 2.819612013733244216e-02
8.681849335614542085e-01 2.389282718133792227e-02
8.935554214664590544e-01 1.981370477917727274e-02
9.165026117021386476e-01 1.601513052723461256e-02
9.368877794568212236e-01 1.255146537451550665e-02
9.545879930625849052e-01 9.474110942216104614e-03
9.694967696797769374e-01 6.830383575569479865e-03
9.815246223386973057e-01 4.662281252660738576e-03
9.905995019653885958e-01 3.005237454844010558e-03
9.966671398568670570e-01 1.886963896416372520e-03
9.996912968780835573e-01 1.326480828323261434e-03
